epoch,accuracy,loss,val_accuracy,val_loss
0,0.013822115026414394,4.02612829208374,0.022727273404598236,4.021543979644775
1,0.028846153989434242,3.9416120052337646,0.039772726595401764,3.8164803981781006
2,0.08233173191547394,3.490377902984619,0.17613635957241058,3.2539713382720947
3,0.1820913404226303,2.920151710510254,0.27272728085517883,2.615384578704834
4,0.2974759638309479,2.4316391944885254,0.4204545319080353,2.186854124069214
5,0.4032451808452606,2.035895347595215,0.3920454680919647,1.904403805732727
6,0.453125,1.7715023756027222,0.4829545319080353,1.7457771301269531
7,0.5306490659713745,1.531733751296997,0.4943181872367859,1.5870366096496582
8,0.5835336446762085,1.4061639308929443,0.5965909361839294,1.4352177381515503
9,0.6274038553237915,1.2411848306655884,0.5681818127632141,1.4251012802124023
10,0.690504789352417,1.0906375646591187,0.5454545617103577,1.4389148950576782
11,0.7181490659713745,0.9898546934127808,0.5795454382896423,1.3420764207839966
12,0.7740384340286255,0.8672990202903748,0.6363636255264282,1.2488678693771362
13,0.8197115659713745,0.7661009430885315,0.6306818127632141,1.2247743606567383
14,0.8359375,0.7016817927360535,0.6136363744735718,1.2324963808059692
15,0.8677884340286255,0.625516951084137,0.6647727489471436,1.2131835222244263
16,0.9080528616905212,0.5563042163848877,0.6534090638160706,1.284460186958313
17,0.9020432829856873,0.5187906622886658,0.6931818127632141,1.1561222076416016
18,0.8828125,0.566332221031189,0.6590909361839294,1.3398964405059814
19,0.90625,0.5099724531173706,0.6875,1.1632148027420044
20,0.9495192170143127,0.3922046422958374,0.6704545617103577,1.1544829607009888
21,0.9507211446762085,0.36880671977996826,0.6875,1.1634656190872192
22,0.9555288553237915,0.34887468814849854,0.6306818127632141,1.339860439300537
23,0.9675480723381042,0.32059940695762634,0.6534090638160706,1.151180624961853
24,0.9699519276618958,0.3000102937221527,0.6988636255264282,1.102932095527649
25,0.9801682829856873,0.2656596899032593,0.6818181872367859,1.1843022108078003
26,0.9825721383094788,0.24965468049049377,0.7215909361839294,1.0740830898284912
27,0.9885817170143127,0.22762854397296906,0.6875,1.2256131172180176
28,0.9897836446762085,0.2180332988500595,0.6590909361839294,1.2908309698104858
29,0.9909855723381042,0.21012766659259796,0.6590909361839294,1.2710233926773071
30,0.989182710647583,0.2130788415670395,0.625,1.3105052709579468
31,0.9855769276618958,0.2152213454246521,0.6875,1.1349005699157715
32,0.9837740659713745,0.20033687353134155,0.6420454382896423,1.2387410402297974
33,0.9489182829856873,0.3143409490585327,0.6079545617103577,1.4483424425125122
34,0.9729567170143127,0.24511736631393433,0.6079545617103577,1.2996073961257935
35,0.9711538553237915,0.24473518133163452,0.6420454382896423,1.3278411626815796
36,0.9861778616905212,0.19776487350463867,0.6534090638160706,1.241166591644287
37,0.9819711446762085,0.19975565373897552,0.6022727489471436,1.28941011428833
38,0.9975961446762085,0.1584821492433548,0.6704545617103577,1.2102718353271484
39,0.9897836446762085,0.16934257745742798,0.6477272510528564,1.22322678565979
