epoch,accuracy,loss,val_accuracy,val_loss
0,0.018028846010565758,4.019984722137451,0.017045455053448677,4.089521408081055
1,0.030649038031697273,3.913207530975342,0.028409091755747795,3.821714162826538
2,0.05649038404226303,3.721665382385254,0.04545454680919647,3.7717084884643555
3,0.09375,3.4741785526275635,0.07954545319080353,3.517906904220581
4,0.13161057233810425,3.157412052154541,0.1306818127632141,3.1154539585113525
5,0.17307692766189575,2.932408332824707,0.13636364042758942,2.935638666152954
6,0.18689903616905212,2.7502355575561523,0.1931818127632141,2.729785680770874
7,0.23557692766189575,2.535637140274048,0.23295454680919647,2.6259634494781494
8,0.2782451808452606,2.370845317840576,0.3011363744735718,2.3376870155334473
9,0.3359375,2.2159321308135986,0.3181818127632141,2.280940532684326
10,0.3930288553237915,2.0310258865356445,0.40909090638160706,2.0538249015808105
11,0.46213942766189575,1.8105566501617432,0.3636363744735718,2.0748729705810547
12,0.4915865361690521,1.673616886138916,0.40909090638160706,1.9866410493850708
13,0.5462740659713745,1.5383961200714111,0.46022728085517883,1.8480952978134155
14,0.5913461446762085,1.3962745666503906,0.47727271914482117,1.8412503004074097
15,0.621995210647583,1.3115507364273071,0.46590909361839294,1.7476445436477661
16,0.7019230723381042,1.129150629043579,0.4943181872367859,1.6860791444778442
17,0.7415865659713745,1.027111530303955,0.46590909361839294,1.8450531959533691
18,0.7620192170143127,0.9495493769645691,0.5170454382896423,1.701145887374878
19,0.8245192170143127,0.8054633736610413,0.5340909361839294,1.6943827867507935
20,0.8461538553237915,0.7374976873397827,0.5681818127632141,1.5790935754776
21,0.8888221383094788,0.6259053349494934,0.5738636255264282,1.7129497528076172
22,0.9320913553237915,0.5262724757194519,0.6079545617103577,1.4974101781845093
23,0.9441105723381042,0.47529470920562744,0.5965909361839294,1.4368069171905518
24,0.9621394276618958,0.42340153455734253,0.6136363744735718,1.4196372032165527
25,0.9663461446762085,0.3741266131401062,0.5681818127632141,1.5388641357421875
26,0.9741586446762085,0.35232242941856384,0.5852272510528564,1.5574951171875
27,0.9903846383094788,0.29652461409568787,0.625,1.5498085021972656
28,0.987379789352417,0.280409038066864,0.6193181872367859,1.605196475982666
29,0.9861778616905212,0.2861855626106262,0.6306818127632141,1.4681693315505981
30,0.9915865659713745,0.2431875765323639,0.6136363744735718,1.4705992937088013
31,0.995192289352417,0.21485505998134613,0.625,1.4353793859481812
32,0.9993990659713745,0.19460950791835785,0.6022727489471436,1.5433365106582642
33,0.9975961446762085,0.19181576371192932,0.6420454382896423,1.5239101648330688
34,0.9831730723381042,0.2513797879219055,0.5568181872367859,1.667824625968933
35,0.8491586446762085,0.6457944512367249,0.5113636255264282,2.0440053939819336
36,0.809495210647583,0.7666481733322144,0.5568181872367859,1.9789432287216187
37,0.9417067170143127,0.39581361413002014,0.5511363744735718,1.7111831903457642
38,0.9555288553237915,0.3255171775817871,0.6022727489471436,1.5838119983673096
