epoch,accuracy,loss,val_accuracy,val_loss
0,0.016826923936605453,4.025382041931152,0.017045455053448677,4.022406578063965
1,0.02764423005282879,3.9664647579193115,0.05681818351149559,3.6709823608398438
2,0.08112980425357819,3.532470464706421,0.16477273404598236,3.1121230125427246
3,0.16586539149284363,2.9664723873138428,0.27272728085517883,2.585744619369507
4,0.25961539149284363,2.5334692001342773,0.34659090638160706,2.3198773860931396
5,0.328125,2.2128777503967285,0.4261363744735718,2.064405918121338
6,0.41045671701431274,1.9659419059753418,0.4886363744735718,1.796149492263794
7,0.4603365361690521,1.787036418914795,0.5227272510528564,1.5560663938522339
8,0.5036057829856873,1.634822964668274,0.4943181872367859,1.5365923643112183
9,0.542067289352417,1.4939738512039185,0.5965909361839294,1.4756381511688232
10,0.598557710647583,1.36722731590271,0.5852272510528564,1.4712460041046143
11,0.6231971383094788,1.2730021476745605,0.5909090638160706,1.3428455591201782
12,0.6634615659713745,1.1711499691009521,0.6136363744735718,1.2485734224319458
13,0.6911057829856873,1.092509150505066,0.6477272510528564,1.2459971904754639
14,0.7205528616905212,1.0229084491729736,0.6079545617103577,1.209905743598938
15,0.7409855723381042,0.9542953968048096,0.6022727489471436,1.255322813987732
16,0.7506009340286255,0.9058949947357178,0.625,1.2780892848968506
17,0.7740384340286255,0.8318319320678711,0.6363636255264282,1.252922534942627
18,0.799879789352417,0.7791898250579834,0.6193181872367859,1.2357683181762695
19,0.8227163553237915,0.7402452826499939,0.625,1.3186036348342896
20,0.8371394276618958,0.7174753546714783,0.625,1.2414027452468872
21,0.8335336446762085,0.6761478185653687,0.6363636255264282,1.2741960287094116
22,0.8473557829856873,0.6430785655975342,0.6647727489471436,1.1838793754577637
23,0.8689903616905212,0.5968035459518433,0.6420454382896423,1.2647751569747925
24,0.8846153616905212,0.5616605281829834,0.6590909361839294,1.2582539319992065
25,0.8978365659713745,0.5191363096237183,0.6761363744735718,1.177078366279602
26,0.9008413553237915,0.5121298432350159,0.6363636255264282,1.2902811765670776
27,0.9098557829856873,0.49069833755493164,0.6306818127632141,1.2106531858444214
28,0.9182692170143127,0.4658546447753906,0.6420454382896423,1.3261035680770874
29,0.924879789352417,0.45216310024261475,0.6534090638160706,1.282448410987854
30,0.9362980723381042,0.4058850407600403,0.6306818127632141,1.278859257698059
31,0.9368990659713745,0.3933371305465698,0.6477272510528564,1.2691694498062134
32,0.9302884340286255,0.3893989324569702,0.6590909361839294,1.3043255805969238
33,0.9609375,0.33979687094688416,0.6420454382896423,1.2760109901428223
34,0.9489182829856873,0.34599795937538147,0.6647727489471436,1.2880011796951294
35,0.9537259340286255,0.34010016918182373,0.625,1.3448166847229004
36,0.9471153616905212,0.35695987939834595,0.6306818127632141,1.3012642860412598
37,0.957932710647583,0.3261210024356842,0.6306818127632141,1.3978583812713623
38,0.9603365659713745,0.31216928362846375,0.6704545617103577,1.3453172445297241
39,0.9699519276618958,0.2809385657310486,0.6420454382896423,1.254732608795166
