epoch,accuracy,loss,val_accuracy,val_loss
0,0.014423076994717121,4.027200698852539,0.017045455053448677,4.021857738494873
1,0.018629807978868484,4.0215935707092285,0.022727273404598236,4.01657772064209
2,0.024038461968302727,3.986541271209717,0.0625,3.7000558376312256
3,0.09735576808452606,3.3980839252471924,0.2443181872367859,2.744213104248047
4,0.23497596383094788,2.6486287117004395,0.3579545319080353,2.2052299976348877
5,0.3725961446762085,2.065997838973999,0.4318181872367859,1.8042690753936768
6,0.45913460850715637,1.7352511882781982,0.4829545319080353,1.6325255632400513
7,0.5456730723381042,1.4604506492614746,0.5284090638160706,1.4354865550994873
8,0.5943509340286255,1.3131370544433594,0.6022727489471436,1.3177688121795654
9,0.6646634340286255,1.1409224271774292,0.5738636255264282,1.3263168334960938
10,0.7055288553237915,1.005247950553894,0.5625,1.3882050514221191
11,0.753004789352417,0.8810865879058838,0.6420454382896423,1.1580510139465332
12,0.7962740659713745,0.7818625569343567,0.6590909361839294,1.200402021408081
13,0.8167067170143127,0.723876953125,0.6534090638160706,1.1771334409713745
14,0.8569711446762085,0.6124669909477234,0.6590909361839294,1.2621992826461792
15,0.871995210647583,0.55877685546875,0.6306818127632141,1.201146125793457
16,0.8894230723381042,0.5223514437675476,0.6420454382896423,1.2035835981369019
17,0.9140625,0.45061880350112915,0.6590909361839294,1.1043282747268677
18,0.9284855723381042,0.42956385016441345,0.6818181872367859,1.1781865358352661
19,0.9465144276618958,0.3649340271949768,0.6534090638160706,1.1170592308044434
20,0.950120210647583,0.3485763669013977,0.6477272510528564,1.231099009513855
21,0.9747596383094788,0.2872855067253113,0.6477272510528564,1.2436379194259644
22,0.9831730723381042,0.24556684494018555,0.6818181872367859,1.0764553546905518
23,0.9909855723381042,0.22263416647911072,0.6534090638160706,1.243050456047058
24,0.9825721383094788,0.23340235650539398,0.6590909361839294,1.3318499326705933
25,0.9807692170143127,0.23081305623054504,0.625,1.315419316291809
26,0.9747596383094788,0.24068525433540344,0.6022727489471436,1.3123753070831299
27,0.9789663553237915,0.2286955565214157,0.625,1.40004301071167
28,0.9837740659713745,0.20813287794589996,0.7045454382896423,1.1040887832641602
29,0.9879807829856873,0.1892886906862259,0.6022727489471436,1.28443443775177
30,0.9903846383094788,0.1792193353176117,0.6477272510528564,1.233757734298706
31,0.987379789352417,0.17526184022426605,0.6590909361839294,1.2365458011627197
32,0.9771634340286255,0.2011820375919342,0.6420454382896423,1.3898564577102661
33,0.9807692170143127,0.2013038545846939,0.6477272510528564,1.239190936088562
34,0.9663461446762085,0.22960001230239868,0.6193181872367859,1.342475414276123
35,0.9278846383094788,0.3323879539966583,0.6306818127632141,1.5090663433074951
36,0.9627403616905212,0.23851928114891052,0.5965909361839294,1.5223320722579956
37,0.9555288553237915,0.263448029756546,0.6477272510528564,1.5089480876922607
38,0.9789663553237915,0.18697857856750488,0.6818181872367859,1.265730381011963
39,0.9921875,0.13783980906009674,0.6647727489471436,1.21250581741333
